"fecha","count"
2018-10-29,96
2018-10-30,171
2018-10-31,127
2018-11-01,45
2018-11-02,54
2018-11-03,62
2018-11-04,27
2018-11-05,66
2018-11-06,69
2018-11-07,75
2018-11-08,82
2018-11-09,69
2018-11-10,50
2018-11-11,18
2018-11-12,63
2018-11-13,67
2018-11-14,65
2018-11-15,87
2018-11-16,102
2018-11-17,57
2018-11-18,15
2018-11-19,33
2018-11-20,84
2018-11-21,63
2018-11-22,48
2018-11-23,63
2018-11-24,57
2018-11-25,30
2018-11-26,75
2018-11-27,56
2018-11-28,87
2018-11-29,81
2018-11-30,83
2018-12-01,35
2018-12-02,36
2018-12-03,36
2018-12-04,57
2018-12-05,66
2018-12-06,24
2018-12-07,52
2018-12-08,49
2018-12-09,36
2018-12-10,54
2018-12-11,78
2018-12-12,68
2018-12-13,39
2018-12-14,44
2018-12-15,60
2018-12-16,26
2018-12-17,42
2018-12-18,42
2018-12-19,32
2018-12-20,54
2018-12-21,52
2018-12-22,75
2018-12-23,73
2018-12-24,42
2018-12-25,12
2018-12-26,30
2018-12-27,42
2018-12-28,36
2018-12-29,45
2018-12-30,35
2018-12-31,92
2019-01-01,36
2019-01-02,84
2019-01-03,81
2019-01-04,91
2019-01-05,84
2019-01-06,48
2019-01-07,34
2019-01-08,69
2019-01-09,66
2019-01-10,50
2019-01-11,72
2019-01-12,60
2019-01-13,33
2019-01-14,100
2019-01-15,48
2019-01-16,51
2019-01-17,80
2019-01-18,54
2019-01-19,45
2019-01-20,54
2019-01-21,54
2019-01-22,79
2019-01-23,72
2019-01-24,42
2019-01-25,42
2019-01-26,63
2019-01-27,36
2019-01-28,57
2019-01-29,55
2019-01-30,62
2019-01-31,36
2019-02-01,57
2019-02-02,54
2019-02-03,48
2019-02-04,51
2019-02-05,86
2019-02-06,84
2019-02-07,69
2019-02-08,73
2019-02-09,102
2019-02-10,81
2019-02-11,88
2019-02-12,63
2019-02-13,72
2019-02-14,68
2019-02-15,54
2019-02-16,48
2019-02-17,48
2019-02-18,81
2019-02-19,83
2019-02-20,77
2019-02-21,59
2019-02-22,63
2019-02-23,42
2019-02-24,26
2019-02-25,78
2019-02-26,62
2019-02-27,42
2019-02-28,56
2019-03-01,54
2019-03-02,69
2019-03-03,50
2019-03-04,116
2019-03-05,130
2019-03-06,79
2019-03-07,30
2019-03-08,87
2019-03-09,54
2019-03-10,30
2019-03-11,58
2019-03-12,151
2019-03-13,124
2019-03-14,89
2019-03-15,78
2019-03-16,68
2019-03-17,57
2019-03-18,38
2019-03-19,39
2019-03-20,81
2019-03-21,48
2019-03-22,45
2019-03-23,36
2019-03-24,25
2019-03-25,78
2019-03-26,63
2019-03-27,57
2019-03-28,84
2019-03-29,78
2019-03-30,75
2019-03-31,30
2019-04-01,63
2019-04-02,90
2019-04-03,104
2019-04-04,95
2019-04-05,105
2019-04-06,92
2019-04-07,21
2019-04-08,57
2019-04-09,87
2019-04-10,51
2019-04-11,45
2019-04-12,91
2019-04-13,76
2019-04-14,39
2019-04-15,117
2019-04-16,109
2019-04-17,107
2019-04-18,93
2019-04-19,51
2019-04-20,48
2019-04-21,40
2019-04-22,78
2019-04-23,60
2019-04-24,63
2019-04-25,63
2019-04-26,66
2019-04-27,51
2019-04-28,24
2019-04-29,51
2019-04-30,60
2019-05-01,57
2019-05-02,81
2019-05-03,66
2019-05-04,90
2019-05-05,60
2019-05-06,89
2019-05-07,87
2019-05-08,60
2019-05-09,66
2019-05-10,75
2019-05-11,55
2019-05-12,34
2019-05-13,85
2019-05-14,68
2019-05-15,80
2019-05-16,75
2019-05-17,66
2019-05-18,60
2019-05-19,58
2019-05-20,81
2019-05-21,57
2019-05-22,99
2019-05-23,72
2019-05-24,75
2019-05-25,94
2019-05-26,75
2019-05-27,60
2019-05-28,81
2019-05-29,80
2019-05-30,120
2019-05-31,54
2019-06-01,72
2019-06-02,60
2019-06-03,118
2019-06-04,87
2019-06-05,102
2019-06-06,93
2019-06-07,64
2019-06-08,117
2019-06-09,54
2019-06-10,57
2019-06-11,87
2019-06-12,80
2019-06-13,99
2019-06-14,78
2019-06-15,58
2019-06-16,52
2019-06-17,88
2019-06-18,85
2019-06-19,96
2019-06-20,49
2019-06-21,116
2019-06-22,93
2019-06-23,42
2019-06-24,57
2019-06-25,62
2019-06-26,57
2019-06-27,87
2019-06-28,108
2019-06-29,150
2019-06-30,99
2019-07-01,101
2019-07-02,135
2019-07-03,98
2019-07-04,78
2019-07-05,67
2019-07-06,90
2019-07-07,54
2019-07-08,78
2019-07-09,81
2019-07-10,105
2019-07-11,72
2019-07-12,48
2019-07-13,66
2019-07-14,63
2019-07-15,77
2019-07-16,66
2019-07-17,41
2019-07-18,63
2019-07-19,75
2019-07-20,84
2019-07-21,48
2019-07-22,83
2019-07-23,65
2019-07-24,123
2019-07-25,105
2019-07-26,60
2019-07-27,83
2019-07-28,83
2019-07-29,93
2019-07-30,105
2019-07-31,163
2019-08-01,75
2019-08-02,94
2019-08-03,57
2019-08-04,79
2019-08-05,102
2019-08-06,69
2019-08-07,80
2019-08-08,72
2019-08-09,93
2019-08-10,114
2019-08-11,45
2019-08-12,86
2019-08-13,84
2019-08-14,110
2019-08-15,66
2019-08-16,75
2019-08-17,81
2019-08-18,75
2019-08-19,92
2019-08-20,87
2019-08-21,72
2019-08-22,106
2019-08-23,99
2019-08-24,102
2019-08-25,75
2019-08-26,65
2019-08-27,77
2019-08-28,130
2019-08-29,118
2019-08-30,69
2019-08-31,93
2019-09-01,75
2019-09-02,129
2019-09-03,123
2019-09-04,129
2019-09-05,84
2019-09-06,160
2019-09-07,184
2019-09-08,53
2019-09-09,62
2019-09-10,117
2019-09-11,49
2019-09-12,84
2019-09-13,93
2019-09-14,99
2019-09-15,59
2019-09-16,75
2019-09-17,66
2019-09-18,68
2019-09-19,72
2019-09-20,57
2019-09-21,97
2019-09-22,102
2019-09-23,100
2019-09-24,74
2019-09-25,80
2019-09-26,104
2019-09-27,108
2019-09-28,51
2019-09-29,68
2019-09-30,86
2019-10-01,90
2019-10-02,87
2019-10-03,97
2019-10-04,92
2019-10-05,72
2019-10-06,51
2019-10-07,99
2019-10-08,83
2019-10-09,82
2019-10-10,110
2019-10-11,75
2019-10-12,76
2019-10-13,243
2019-10-14,177
2019-10-15,113
2019-10-16,105
2019-10-17,87
2019-10-18,138
2019-10-19,67
2019-10-20,30
2019-10-21,117
2019-10-22,121
2019-10-23,78
2019-10-24,97
2019-10-25,181
2019-10-26,81
2019-10-27,63
2019-10-28,86
2019-10-29,75
2019-10-30,59
2019-10-31,72
2019-11-01,67
2019-11-02,93
2019-11-03,54
2019-11-04,74
2019-11-05,73
2019-11-06,84
2019-11-07,81
2019-11-08,68
2019-11-09,68
2019-11-10,39
2019-11-11,81
2019-11-12,75
2019-11-13,96
2019-11-14,100
2019-11-15,77
2019-11-16,49
2019-11-17,36
2019-11-18,64
2019-11-19,51
2019-11-20,39
2019-11-21,65
2019-11-22,104
2019-11-23,130
2019-11-24,66
2019-11-25,91
2019-11-26,60
2019-11-27,96
2019-11-28,117
2019-11-29,80
2019-11-30,96
2019-12-01,75
2019-12-02,115
2019-12-03,69
2019-12-04,100
2019-12-05,90
2019-12-06,62
2019-12-07,82
2019-12-08,48
2019-12-09,103
2019-12-10,65
2019-12-11,86
2019-12-12,90
2019-12-13,63
2019-12-14,54
2019-12-15,75
2019-12-16,87
2019-12-17,60
2019-12-18,60
2019-12-19,60
2019-12-20,54
2019-12-21,75
2019-12-22,24
2019-12-23,94
2019-12-24,78
2019-12-25,24
2019-12-26,27
2019-12-27,62
2019-12-28,62
2019-12-29,27
2019-12-30,76
2019-12-31,66
2020-01-01,36
2020-01-02,61
2020-01-03,69
2020-01-04,108
2020-01-05,57
2020-01-06,78
2020-01-07,78
2020-01-08,84
2020-01-09,66
2020-01-10,54
2020-01-11,47
2020-01-12,28
2020-01-13,60
2020-01-14,33
2020-01-15,57
2020-01-16,84
2020-01-17,37
2020-01-18,105
2020-01-19,60
2020-01-20,105
2020-01-21,181
2020-01-22,98
2020-01-23,93
2020-01-24,70
2020-01-25,124
2020-01-26,56
2020-01-27,60
2020-01-28,75
2020-01-29,81
2020-01-30,60
2020-01-31,68
2020-02-01,69
2020-02-02,52
2020-02-03,65
2020-02-04,64
2020-02-05,151
2020-02-06,90
2020-02-07,42
2020-02-08,78
2020-02-09,77
2020-02-10,75
2020-02-11,96
2020-02-12,101
2020-02-13,128
2020-02-14,91
2020-02-15,93
2020-02-16,42
2020-02-17,72
2020-02-18,92
2020-02-19,88
2020-02-20,237
2020-02-21,78
2020-02-22,69
2020-02-23,57
2020-02-24,51
2020-02-25,106
2020-02-26,114
2020-02-27,78
2020-02-28,72
2020-02-29,102
2020-03-01,21
2020-03-02,98
2020-03-03,89
2020-03-04,104
2020-03-05,104
2020-03-06,79
2020-03-07,87
2020-03-08,39
2020-03-09,235
2020-03-10,1207
2020-03-11,1129
2020-03-12,1141
2020-03-13,1531
2020-03-14,1949
2020-03-15,710
2020-03-16,656
2020-03-17,477
2020-03-18,332
2020-03-19,381
2020-03-20,309
2020-03-21,306
2020-03-22,249
2020-03-23,279
2020-03-24,202
2020-03-25,208
2020-03-26,255
2020-03-27,303
2020-03-28,225
2020-03-29,145
2020-03-30,191
2020-03-31,213
2020-04-01,209
2020-04-02,210
2020-04-03,223
2020-04-04,222
2020-04-05,120
2020-04-06,123
2020-04-07,240
2020-04-08,273
2020-04-09,132
2020-04-10,129
2020-04-11,279
2020-04-12,111
2020-04-13,141
2020-04-14,161
2020-04-15,118
2020-04-16,136
2020-04-17,176
2020-04-18,248
2020-04-19,171
2020-04-20,210
2020-04-21,553
2020-04-22,206
2020-04-23,122
2020-04-24,151
2020-04-25,197
2020-04-26,144
2020-04-27,131
2020-04-28,96
2020-04-29,144
2020-04-30,177
2020-05-01,108
2020-05-02,197
2020-05-03,125
2020-05-04,84
2020-05-05,111
2020-05-06,126
2020-05-07,153
2020-05-08,188
2020-05-09,162
2020-05-10,114
2020-05-11,117
2020-05-12,247
2020-05-13,211
2020-05-14,135
2020-05-15,164
2020-05-16,123
2020-05-17,115
2020-05-18,394
2020-05-19,363
2020-05-20,185
2020-05-21,118
2020-05-22,153
2020-05-23,87
2020-05-24,95
2020-05-25,57
2020-05-26,90
2020-05-27,66
2020-05-28,71
2020-05-29,112
2020-05-30,107
2020-05-31,63
2020-06-01,69
2020-06-02,123
2020-06-03,91
2020-06-04,114
2020-06-05,71
2020-06-06,137
2020-06-07,70
2020-06-08,88
2020-06-09,87
2020-06-10,89
2020-06-11,78
2020-06-12,73
2020-06-13,94
2020-06-14,68
2020-06-15,168
2020-06-16,60
2020-06-17,48
2020-06-18,102
2020-06-19,96
2020-06-20,60
2020-06-21,78
2020-06-22,99
2020-06-23,132
2020-06-24,66
2020-06-25,78
2020-06-26,74
2020-06-27,69
2020-06-28,59
2020-06-29,120
2020-06-30,73
2020-07-01,105
2020-07-02,161
2020-07-03,133
2020-07-04,104
2020-07-05,59
2020-07-06,72
2020-07-07,111
2020-07-08,134
2020-07-09,146
2020-07-10,96
2020-07-11,79
2020-07-12,24
2020-07-13,81
2020-07-14,96
2020-07-15,164
2020-07-16,109
2020-07-17,103
2020-07-18,112
2020-07-19,57
2020-07-20,57
2020-07-21,72
2020-07-22,91
2020-07-23,48
2020-07-24,69
2020-07-25,84
2020-07-26,30
2020-07-27,66
2020-07-28,99
2020-07-29,126
2020-07-30,89
2020-07-31,99
2020-08-01,102
2020-08-02,77
2020-08-03,66
2020-08-04,84
2020-08-05,80
2020-08-06,96
2020-08-07,84
2020-08-08,93
2020-08-09,27
2020-08-10,92
2020-08-11,75
2020-08-12,117
2020-08-13,128
2020-08-14,99
2020-08-15,90
2020-08-16,72
2020-08-17,87
2020-08-18,71
2020-08-19,102
2020-08-20,111
2020-08-21,109
2020-08-22,132
2020-08-23,87
2020-08-24,122
2020-08-25,79
2020-08-26,69
2020-08-27,130
2020-08-28,117
2020-08-29,120
2020-08-30,52
2020-08-31,81
2020-09-01,117
2020-09-02,84
2020-09-03,81
2020-09-04,84
2020-09-05,90
2020-09-06,39
2020-09-07,116
2020-09-08,66
2020-09-09,92
2020-09-10,60
2020-09-11,59
2020-09-12,69
2020-09-13,42
2020-09-14,106
2020-09-15,201
2020-09-16,90
2020-09-17,78
2020-09-18,91
2020-09-19,101
2020-09-20,69
2020-09-21,63
2020-09-22,102
2020-09-23,80
2020-09-24,32
2020-09-25,78
2020-09-26,69
2020-09-27,39
2020-09-28,69
2020-09-29,124
2020-09-30,120
2020-10-01,58
2020-10-02,59
2020-10-03,66
2020-10-04,84
2020-10-05,63
2020-10-06,74
2020-10-07,63
2020-10-08,53
2020-10-09,60
2020-10-10,77
2020-10-11,45
2020-10-12,27
2020-10-13,98
2020-10-14,69
2020-10-15,76
2020-10-16,77
2020-10-17,93
2020-10-18,39
2020-10-19,81
2020-10-20,71
2020-10-21,129
2020-10-22,90
2020-10-23,63
2020-10-24,89
2020-10-25,77
2020-10-26,98
2020-10-27,111
2020-10-28,120
2020-10-29,99
2020-10-30,47
2020-10-31,145
2020-11-01,99
2020-11-02,100
2020-11-03,96
2020-11-04,84
2020-11-05,78
2020-11-06,85
2020-11-07,90
2020-11-08,128
2020-11-09,189
2020-11-10,143
2020-11-11,78
2020-11-12,123
2020-11-13,101
2020-11-14,99
2020-11-15,54
2020-11-16,87
2020-11-17,220
2020-11-18,114
2020-11-19,71
2020-11-20,93
2020-11-21,117
2020-11-22,51
2020-11-23,102
2020-11-24,85
2020-11-25,207
2020-11-26,155
2020-11-27,114
2020-11-28,69
2020-11-29,48
2020-11-30,110
2020-12-01,87
2020-12-02,84
2020-12-03,79
2020-12-04,75
2020-12-05,267
2020-12-06,64
2020-12-07,57
2020-12-08,60
2020-12-09,75
2020-12-10,53
2020-12-11,64
2020-12-12,79
2020-12-13,45
2020-12-14,42
2020-12-15,54
2020-12-16,90
2020-12-17,63
2020-12-18,63
2020-12-19,66
2020-12-20,39
2020-12-21,36
2020-12-22,57
2020-12-23,66
2020-12-24,60
2020-12-25,33
2020-12-26,44
2020-12-27,45
2020-12-28,72
2020-12-29,48
2020-12-30,50
2020-12-31,63
2021-01-01,42
2021-01-02,51
2021-01-03,52
2021-01-04,56
2021-01-05,70
2021-01-06,24
2021-01-07,49
2021-01-08,72
2021-01-09,179
2021-01-10,81
2021-01-11,128
2021-01-12,128
2021-01-13,96
2021-01-14,120
2021-01-15,84
2021-01-16,141
2021-01-17,66
2021-01-18,78
2021-01-19,101
2021-01-20,48
2021-01-21,57
2021-01-22,27
2021-01-23,177
2021-01-24,84
2021-01-25,66
2021-01-26,100
2021-01-27,97
2021-01-28,51
2021-01-29,60
2021-01-30,73
2021-01-31,60
2021-02-01,90
2021-02-02,81
2021-02-03,84
2021-02-04,85
2021-02-05,75
2021-02-06,106
2021-02-07,61
2021-02-08,39
2021-02-09,70
2021-02-10,61
2021-02-11,72
2021-02-12,71
2021-02-13,135
2021-02-14,31
2021-02-15,39
2021-02-16,75
2021-02-17,80
2021-02-18,81
2021-02-19,42
2021-02-20,81
2021-02-21,48
2021-02-22,93
2021-02-23,60
2021-02-24,80
2021-02-25,72
2021-02-26,48
2021-02-27,75
2021-02-28,30
2021-03-01,77
2021-03-02,114
2021-03-03,66
2021-03-04,53
2021-03-05,61
2021-03-06,84
2021-03-07,57
2021-03-08,42
2021-03-09,32
2021-03-10,51
2021-03-11,98
2021-03-12,45
2021-03-13,83
2021-03-14,56
2021-03-15,57
2021-03-16,54
2021-03-17,48
2021-03-18,60
2021-03-19,69
2021-03-20,69
2021-03-21,33
2021-03-22,47
2021-03-23,51
2021-03-24,87
2021-03-25,86
2021-03-26,39
2021-03-27,60
2021-03-28,25
2021-03-29,48
2021-03-30,80
2021-03-31,36
2021-04-01,65
2021-04-02,37
